provider,decile,cumulative_percentage,group,location_no,location_yes
"University of the West of England, Bristol",9,84,required,1,0
"University of the West of England, Bristol",10,100,required,1,0
"University of the West of England, Bristol",0,0,required,0,1
"University of the West of England, Bristol",1,4,required,0,1
"University of the West of England, Bristol",2,9,required,0,1
"University of the West of England, Bristol",3,15,required,0,1
"University of the West of England, Bristol",4,23,required,0,1
"University of the West of England, Bristol",5,33,required,0,1
"University of the West of England, Bristol",6,43,required,0,1
"University of the West of England, Bristol",7,54,required,0,1
"University of the West of England, Bristol",8,67,required,0,1
"University of the West of England, Bristol",9,83,required,0,1
"University of the West of England, Bristol",10,100,required,0,1
The University of East Anglia,0,0,required,1,0
The University of East Anglia,1,5,required,1,0
The University of East Anglia,2,10,required,1,0
The University of East Anglia,3,17,required,1,0
The University of East Anglia,4,26,required,1,0
The University of East Anglia,5,35,required,1,0
The University of East Anglia,6,45,required,1,0
The University of East Anglia,7,56,required,1,0
The University of East Anglia,8,68,required,1,0
The University of East Anglia,9,82,required,1,0
The University of East Anglia,10,100,required,1,0
The University of East Anglia,0,0,required,0,1
The University of East Anglia,1,4,required,0,1
The University of East Anglia,2,9,required,0,1
The University of East Anglia,3,16,required,0,1
The University of East Anglia,4,25,required,0,1
The University of East Anglia,5,34,required,0,1
The University of East Anglia,6,45,required,0,1
The University of East Anglia,7,57,required,0,1
The University of East Anglia,8,69,required,0,1
The University of East Anglia,9,82,required,0,1
The University of East Anglia,10,100,required,0,1
Teesside University,0,0,required,1,0
Teesside University,1,5,required,1,0
Teesside University,2,11,required,1,0
Teesside University,3,19,required,1,0
Teesside University,4,28,required,1,0
Teesside University,5,38,required,1,0
Teesside University,6,49,required,1,0
Teesside University,7,60,required,1,0
Teesside University,8,72,required,1,0
Teesside University,9,85,required,1,0
Teesside University,10,100,required,1,0
Teesside University,0,0,required,0,1
Teesside University,1,7,required,0,1
Teesside University,2,14,required,0,1
Teesside University,3,24,required,0,1
Teesside University,4,34,required,0,1
Teesside University,5,43,required,0,1
Teesside University,6,54,required,0,1
Teesside University,7,64,required,0,1
Teesside University,8,76,required,0,1
Teesside University,9,89,required,0,1
Teesside University,10,100,required,0,1
Edge Hill University,0,0,required,1,0
Edge Hill University,1,5,required,1,0
Edge Hill University,2,11,required,1,0
Edge Hill University,3,18,required,1,0
Edge Hill University,4,27,required,1,0
Edge Hill University,5,37,required,1,0
Edge Hill University,6,48,required,1,0
Edge Hill University,7,59,required,1,0
Edge Hill University,8,71,required,1,0
Edge Hill University,9,84,required,1,0
Edge Hill University,10,100,required,1,0
Edge Hill University,0,0,required,0,1
Edge Hill University,1,5,required,0,1
Edge Hill University,2,11,required,0,1
Edge Hill University,3,19,required,0,1
Edge Hill University,4,28,required,0,1
Edge Hill University,5,37,required,0,1
Edge Hill University,6,47,required,0,1
Edge Hill University,7,59,required,0,1
Edge Hill University,8,72,required,0,1
Edge Hill University,9,88,required,0,1
Edge Hill University,10,100,required,0,1
University of Worcester,0,0,required,1,0
University of Worcester,1,5,required,1,0
University of Worcester,2,11,required,1,0
University of Worcester,3,18,required,1,0
University of Worcester,4,27,required,1,0
University of Worcester,5,37,required,1,0
University of Worcester,6,48,required,1,0
University of Worcester,7,59,required,1,0
University of Worcester,8,71,required,1,0
University of Worcester,9,84,required,1,0
University of Worcester,10,100,required,1,0
University of Worcester,0,0,required,0,1
University of Worcester,1,5,required,0,1
University of Worcester,2,10,required,0,1
University of Worcester,3,17,required,0,1
University of Worcester,4,25,required,0,1
University of Worcester,5,34,required,0,1
University of Worcester,6,44,required,0,1
University of Worcester,7,55,required,0,1
University of Worcester,8,68,required,0,1
University of Worcester,9,81,required,0,1
University of Worcester,10,100,required,0,1
Keele University,0,0,required,1,0
Keele University,1,5,required,1,0
Keele University,2,11,required,1,0
Keele University,3,18,required,1,0
Keele University,4,27,required,1,0
Keele University,5,37,required,1,0
Keele University,6,48,required,1,0
Keele University,7,59,required,1,0
Keele University,8,71,required,1,0
Keele University,9,84,required,1,0
Keele University,10,100,required,1,0
Keele University,0,0,required,0,1
Keele University,1,5,required,0,1
Keele University,2,11,required,0,1
Keele University,3,19,required,0,1
Keele University,4,29,required,0,1
Keele University,5,39,required,0,1
Keele University,6,49,required,0,1
Keele University,7,60,required,0,1
Keele University,8,73,required,0,1
Keele University,9,88,required,0,1
Keele University,10,100,required,0,1
University of Cumbria,0,0,required,1,0
University of Cumbria,1,5,required,1,0
University of Cumbria,2,11,required,1,0
University of Cumbria,3,19,required,1,0
University of Cumbria,4,28,required,1,0
University of Cumbria,5,38,required,1,0
University of Cumbria,6,49,required,1,0
University of Cumbria,7,60,required,1,0
University of Cumbria,8,72,required,1,0
University of Cumbria,9,85,required,1,0
University of Cumbria,10,100,required,1,0
University of Cumbria,0,0,required,0,1
University of Cumbria,1,5,required,0,1
University of Cumbria,2,11,required,0,1
University of Cumbria,3,18,required,0,1
University of Cumbria,4,27,required,0,1
University of Cumbria,5,37,required,0,1
University of Cumbria,6,48,required,0,1
University of Cumbria,7,59,required,0,1
University of Cumbria,8,71,required,0,1
University of Cumbria,9,86,required,0,1
University of Cumbria,10,100,required,0,1
Staffordshire University,0,0,required,1,0
Staffordshire University,1,5,required,1,0
Staffordshire University,2,11,required,1,0
Staffordshire University,3,19,required,1,0
Staffordshire University,4,28,required,1,0
Staffordshire University,5,38,required,1,0
Staffordshire University,6,49,required,1,0
Staffordshire University,7,60,required,1,0
Staffordshire University,8,72,required,1,0
Staffordshire University,9,85,required,1,0
Staffordshire University,10,100,required,1,0
Staffordshire University,0,0,required,0,1
Staffordshire University,1,5,required,0,1
Staffordshire University,2,11,required,0,1
Staffordshire University,3,19,required,0,1
Staffordshire University,4,28,required,0,1
Staffordshire University,5,37,required,0,1
Staffordshire University,6,47,required,0,1
Staffordshire University,7,58,required,0,1
Staffordshire University,8,71,required,0,1
Staffordshire University,9,86,required,0,1
Staffordshire University,10,100,required,0,1
Falmouth University,0,0,required,1,0
Falmouth University,1,5,required,1,0
Falmouth University,2,11,required,1,0
Falmouth University,3,18,required,1,0
Falmouth University,4,27,required,1,0
Falmouth University,5,37,required,1,0
Falmouth University,6,48,required,1,0
Falmouth University,7,59,required,1,0
Falmouth University,8,71,required,1,0
Falmouth University,9,84,required,1,0
Falmouth University,10,100,required,1,0
Falmouth University,0,0,required,0,1
Falmouth University,1,4,required,0,1
Falmouth University,2,9,required,0,1
Falmouth University,3,16,required,0,1
Falmouth University,4,24,required,0,1
Falmouth University,5,35,required,0,1
Falmouth University,6,49,required,0,1
Falmouth University,7,62,required,0,1
Falmouth University,8,74,required,0,1
Falmouth University,9,85,required,0,1
Falmouth University,10,100,required,0,1
University of Chester,0,0,required,1,0
University of Chester,1,5,required,1,0
University of Chester,2,11,required,1,0
University of Chester,3,18,required,1,0
University of Chester,4,27,required,1,0
University of Chester,5,37,required,1,0
University of Chester,6,48,required,1,0
University of Chester,7,59,required,1,0
University of Chester,8,71,required,1,0
University of Chester,9,84,required,1,0
University of Chester,10,100,required,1,0
University of Chester,0,0,required,0,1
University of Chester,1,5,required,0,1
University of Chester,2,11,required,0,1
University of Chester,3,18,required,0,1
University of Chester,4,27,required,0,1
University of Chester,5,36,required,0,1
University of Chester,6,46,required,0,1
University of Chester,7,57,required,0,1
University of Chester,8,70,required,0,1
University of Chester,9,84,required,0,1
University of Chester,10,100,required,0,1
Birmingham City University,0,0,required,1,0
Birmingham City University,1,5,required,1,0
Birmingham City University,2,11,required,1,0
Birmingham City University,3,19,required,1,0
Birmingham City University,4,28,required,1,0
Birmingham City University,5,38,required,1,0
Birmingham City University,6,49,required,1,0
Birmingham City University,7,60,required,1,0
Birmingham City University,8,72,required,1,0
Birmingham City University,9,85,required,1,0
Birmingham City University,10,100,required,1,0
Birmingham City University,0,0,required,0,1
Birmingham City University,1,10,required,0,1
Birmingham City University,2,19,required,0,1
Birmingham City University,3,30,required,0,1
Birmingham City University,4,41,required,0,1
Birmingham City University,5,50,required,0,1
Birmingham City University,6,59,required,0,1
Birmingham City University,7,68,required,0,1
Birmingham City University,8,77,required,0,1
Birmingham City University,9,88,required,0,1
Birmingham City University,10,100,required,0,1
University of Derby,0,0,required,1,0
University of Derby,1,5,required,1,0
University of Derby,2,11,required,1,0
University of Derby,3,19,required,1,0
University of Derby,4,28,required,1,0
University of Derby,5,38,required,1,0
University of Derby,6,49,required,1,0
University of Derby,7,60,required,1,0
University of Derby,8,72,required,1,0
University of Derby,9,85,required,1,0
University of Derby,10,100,required,1,0
University of Derby,0,0,required,0,1
University of Derby,1,5,required,0,1
University of Derby,2,11,required,0,1
University of Derby,3,19,required,0,1
University of Derby,4,28,required,0,1
University of Derby,5,37,required,0,1
University of Derby,6,47,required,0,1
University of Derby,7,58,required,0,1
University of Derby,8,71,required,0,1
University of Derby,9,86,required,0,1
University of Derby,10,100,required,0,1
Liverpool John Moores University,0,0,required,1,0
Liverpool John Moores University,1,5,required,1,0
Liverpool John Moores University,2,11,required,1,0
Liverpool John Moores University,3,18,required,1,0
Liverpool John Moores University,4,27,required,1,0
Liverpool John Moores University,5,37,required,1,0
Liverpool John Moores University,6,48,required,1,0
Liverpool John Moores University,7,59,required,1,0
Liverpool John Moores University,8,71,required,1,0
Liverpool John Moores University,9,84,required,1,0
Liverpool John Moores University,10,100,required,1,0
